year,stateabbr,statename,cityname,obesitypercentage,Population2010,latitude,longitude
2014,OH,Ohio,Columbus,31.4,269,39.98,-82.81
2014,NY,New York,New York,31.4,4180,40.68,-73.94
2014,NY,New York,New York,31.4,7835,40.8,-73.95
2014,IN,Indiana,Fort Wayne,31.4,4581,41.11,-85.09
2014,WA,Washington,Spokane Valley,31.4,89755,47.66,-117.23
2014,NJ,New Jersey,Passaic,31.4,4181,40.86,-74.13
2014,NV,Nevada,Reno,31.4,3128,39.55,-119.79
2014,VA,Virginia,Newport News,31.4,3027,37.1,-76.47
2014,PA,Pennsylvania,Allentown,31.4,6612,40.57,-75.46
2014,IA,Iowa,Cedar Rapids,31.4,126326,41.97,-91.68
2014,RI,Rhode Island,Providence,31.4,2456,41.82,-71.43
2014,CA,California,South Gate,31.4,4958,33.96,-118.22
2014,RI,Rhode Island,Pawtucket,31.4,1799,41.86,-71.38
2014,NC,North Carolin,Charlotte,31.4,2356,35.17,-80.73
2014,CA,California,Hemet,31.4,2866,33.73,-116.96
2014,NY,New York,New York,31.4,3931,40.68,-73.93
2014,TX,Texas,Houston,31.4,3125,29.65,-95.58
2014,ND,North Dakota,Fargo,31.4,5417,46.84,-96.81
2014,NY,New York,Albany,31.4,3412,42.67,-73.78
2014,TX,Texas,Plano,31.4,4727,33.02,-96.65
2014,NY,New York,New York,31.4,1374,40.65,-73.93
2014,SC,South Carolin,Columbia,31.4,2610,33.96,-80.94
2014,CA,California,Indio,31.4,76036,33.73,-116.24
2014,CA,California,Long Beach,31.4,2837,33.78,-118.19
2014,MI,Michigan,Sterling Heights,31.4,5682,42.56,-83
2014,FL,Florida,Plantation,31.4,237,26.1,-80.22
2014,NY,New York,New York,31.4,3236,40.71,-73.78
2014,NY,New York,New York,31.4,5017,40.83,-73.85
2014,CA,California,Palmdale,31.4,4535,34.57,-118.07
2014,CA,California,Los Angeles,31.4,5818,34.21,-118.48
2014,OH,Ohio,Cincinnati,31.4,2946,39.18,-84.43
2014,CA,California,Moreno Valley,31.4,3262,33.95,-117.24
2014,TX,Texas,Mesquite,31.4,9549,32.73,-96.54
2014,CA,California,Los Angeles,31.4,4219,33.79,-118.25
2014,MI,Michigan,Sterling Heights,31.4,5818,42.57,-83.06
2014,SC,South Carolin,Charleston,31.4,3691,32.8,-79.99
2014,CA,California,Lancaster,31.4,5243,34.7,-118.1
2014,FL,Florida,Hialeah,31.4,5501,25.88,-80.28
2014,AZ,Arizona,Mesa,31.4,222,33.3,-111.63
2014,AZ,Arizona,Mesa,31.4,3878,33.45,-111.85
2014,WI,Wisconsin,Milwaukee,31.4,188,42.97,-87.97
2014,NY,New York,New York,31.4,3233,40.66,-73.73
2014,CA,California,San Jose,31.4,4760,37.32,-121.88
2014,NY,New York,Syracuse,31.4,145170,43.04,-76.14
2014,AZ,Arizona,Peoria,31.4,4099,33.56,-112.25
2014,WA,Washington,Vancouver,31.4,4653,45.62,-122.64
2014,TX,Texas,Garland,31.4,139,32.85,-96.62
2014,KS,Kansas,Topeka,31.4,465,39.1,-95.68
2014,CA,California,Fairfield,31.4,3255,38.26,-122.01
2014,MN,Minnesota,St. Paul,31.4,4857,44.9,-93.16
2014,NV,Nevada,North Las Vegas,31.4,3678,36.26,-115.14
2014,VA,Virginia,Chesapeake,31.4,222209,36.68,-76.3
2014,NC,North Carolin,Gastonia,31.4,2209,35.25,-81.25
2014,NM,New Mexico,Albuquerque,31.4,6745,35.07,-106.74
2014,CA,California,Fresno,31.4,5723,36.79,-119.78
2014,ND,North Dakota,Fargo,31.4,3092,46.92,-96.79
2014,IA,Iowa,Cedar Rapids,31.4,5888,42.03,-91.68
2014,NV,Nevada,Las Vegas,31.4,4522,36.23,-115.23
2014,OK,Oklahoma,Norman,31.4,3028,35.21,-97.5
2014,MI,Michigan,Grand Rapids,31.4,2177,43.02,-85.65
2014,TX,Texas,Houston,31.4,1061,29.93,-95.59
2014,TX,Texas,San Antonio,31.4,5244,29.46,-98.47
2014,VA,Virginia,Virginia Beach,31.4,2069,36.85,-75.98
2014,AR,Arkansas,Little Rock,31.4,4633,34.73,-92.35
2014,TX,Texas,Lubbock,31.4,5084,33.52,-101.86
2014,CA,California,Visalia,31.4,2769,36.32,-119.34
2014,MO,Missouri,St. Joseph,31.4,2295,39.71,-94.85
2014,MI,Michigan,Grand Rapids,31.4,4490,42.97,-85.65
2014,AZ,Arizona,Phoenix,31.4,2859,33.65,-112.09
2014,WI,Wisconsin,Appleton,31.4,3609,44.26,-88.37
2014,TX,Texas,Dallas,31.4,5013,32.93,-96.71
2014,FL,Florida,Tampa,31.4,1494,28,-82.49
2014,WA,Washington,Tacoma,31.4,7365,47.2,-122.48
2014,CA,California,San Jose,31.4,3295,37.35,-121.87
2014,CA,California,Turlock,31.4,6450,37.5,-120.86
2014,LA,Louisiana,Baton Rouge,31.4,3371,30.43,-91.07
2014,NJ,New Jersey,Newark,31.4,2511,40.73,-74.16
2014,NY,New York,New York,31.4,4382,40.76,-73.91
2014,NM,New Mexico,Las Cruces,31.4,2119,32.27,-106.75
2014,NY,New York,New York,31.4,2950,40.85,-73.87
2014,MO,Missouri,Independence,31.4,3927,39.04,-94.43
2014,FL,Florida,Sunrise,31.4,2750,26.15,-80.24
2014,AL,Alabama,Huntsville,31.4,180105,34.7,-86.64
2014,MO,Missouri,Springfield,31.4,4822,37.21,-93.36
2014,NY,New York,New York,31.4,1268,40.69,-73.74
2014,CA,California,Lancaster,31.4,3536,34.7,-118.11
2014,MO,Missouri,Kansas City,31.5,3047,39.2,-94.64
2014,OK,Oklahoma,Oklahoma City,31.5,805,35.48,-97.73
2014,MI,Michigan,Warren,31.5,1352,42.5,-82.98
2014,NY,New York,Buffalo,31.5,2460,42.88,-78.81
2014,CA,California,Carson,31.5,6611,33.85,-118.26
2014,FL,Florida,Orlando,31.5,1555,28.46,-81.32
2014,TX,Texas,San Antonio,31.5,1264,29.34,-98.46
2014,NY,New York,New York,31.5,4596,40.71,-73.8
2014,KS,Kansas,Topeka,31.5,2739,39.02,-95.71
2014,MO,Missouri,Independence,31.5,3153,39.11,-94.42
2014,TX,Texas,Austin,31.5,7089,30.36,-97.68
2014,UT,Utah,Sandy,31.5,1528,40.59,-111.9
2014,AZ,Arizona,Mesa,31.5,6278,33.44,-111.83
2014,NJ,New Jersey,Elizabeth,31.5,5324,40.65,-74.2
2014,CA,California,San Diego,31.5,5689,32.75,-117.08
2014,NY,New York,New York,31.5,3673,40.81,-73.96
2014,GA,Georgia,Atlanta,31.5,2934,33.75,-84.38
2014,NH,New Hampshire,Nashua,31.5,6183,42.75,-71.48
2014,AZ,Arizona,Tucson,31.5,3723,32.27,-110.99
2014,NV,Nevada,Sparks,31.5,4606,39.54,-119.77
2014,FL,Florida,Jacksonville,31.5,4953,30.31,-81.77
2014,TX,Texas,Arlington,31.5,6211,32.64,-97.11
2014,TX,Texas,Baytown,31.5,1690,29.82,-94.96
2014,CA,California,Moreno Valley,31.5,3152,33.95,-117.23
2014,TX,Texas,El Paso,31.5,6081,31.92,-106.43
2014,AK,Alaska,Anchorage,31.5,7323,61.22,-149.79
2014,WI,Wisconsin,Kenosha,31.5,2973,42.56,-87.86
2014,TX,Texas,Amarillo,31.5,4155,35.2,-101.86
2014,WI,Wisconsin,Milwaukee,31.5,3186,42.99,-87.99
2014,TX,Texas,Carrollton,31.5,412,32.99,-96.86
2014,UT,Utah,Ogden,31.5,3948,41.28,-111.96
2014,TN,Tennessee,Nashville,31.5,2952,36.27,-86.76
2014,CA,California,Santa Ana,31.5,6880,33.74,-117.86
2014,TX,Texas,Longview,31.5,1821,32.57,-94.79
2014,TX,Texas,Houston,31.5,3156,29.66,-95.3
2014,NY,New York,New York,31.5,1410,40.71,-73.76
2014,IN,Indiana,Fort Wayne,31.5,5325,41.04,-85.15
2014,WI,Wisconsin,Milwaukee,31.5,1633,42.98,-87.91
2014,CA,California,Santa Ana,31.5,3011,33.74,-117.84
2014,CA,California,San Diego,31.5,7140,32.7,-117.15
2014,MS,Mississippi,Gulfport,31.5,1151,30.36,-89.11
2014,OR,Oregon,Gresham,31.5,4562,45.51,-122.47
2014,CA,California,Los Angeles,31.5,3142,34.04,-118.34
2014,AZ,Arizona,Tucson,31.5,3430,32.18,-110.85
2014,IN,Indiana,Fort Wayne,31.5,1559,41.07,-85.15
2014,WI,Wisconsin,Green Bay,31.5,4553,44.52,-88.07
2014,AZ,Arizona,Phoenix,31.5,4000,33.38,-112.18
2014,AZ,Arizona,Yuma,31.5,1522,32.65,-114.48
2014,NV,Nevada,North Las Vegas,31.5,6562,36.25,-115.13
2014,CT,Connecticut,Hartford,31.5,1477,41.76,-72.67
2014,IN,Indiana,Fort Wayne,31.5,4351,41.1,-85.11
2014,OH,Ohio,Akron,31.5,63,41.02,-81.45
2014,NM,New Mexico,Albuquerque,31.5,190,35.06,-106.69
2014,CA,California,Merced,31.5,6336,37.28,-120.49
2014,NY,New York,New York,31.5,3885,40.76,-73.87
2014,FL,Florida,Hialeah,31.5,5170,25.89,-80.35
2014,WA,Washington,Spokane Valley,31.5,89755,47.66,-117.23
2014,CA,California,El Monte,31.5,1595,34.06,-118.02
2014,CA,California,Los Angeles,31.5,4389,34.08,-118.3
2014,NC,North Carolin,Durham,31.5,3372,36.09,-78.89
2014,SC,South Carolin,Charleston,31.5,1747,32.8,-80.03
2014,WA,Washington,Everett,31.5,5195,47.9,-122.23
2014,NY,New York,Schenectady,31.5,66135,42.8,-73.93
2014,OH,Ohio,Akron,31.5,2517,41.12,-81.56
2014,CT,Connecticut,New Britain,31.5,6289,41.66,-72.76
2014,CA,California,Moreno Valley,31.5,6188,33.9,-117.2
2014,CA,California,Palmdale,31.5,3064,34.56,-118.1
2014,TN,Tennessee,Clarksville,31.5,3145,36.61,-87.39
2014,KY,Kentucky,Louisville,31.5,4978,38.14,-85.77
2014,GA,Georgia,Savannah,31.5,4714,31.99,-81.14
2014,AZ,Arizona,Phoenix,31.5,3957,33.46,-112
2014,AK,Alaska,Anchorage,31.5,4131,61.21,-149.88
2014,CA,California,Lancaster,31.5,6764,34.68,-118.12
2014,HI,Hawaii,Honolulu,31.5,97,21.33,-157.91
2014,TX,Texas,Arlington,31.5,4022,32.66,-97.07
2014,IL,Illinois,Cicero,31.5,6994,41.86,-87.78
2014,AZ,Arizona,Chandler,31.5,5327,33.3,-111.83
2014,NE,Nebraska,Omaha,31.5,1718,41.25,-95.96
2014,NY,New York,Buffalo,31.5,2409,42.95,-78.87
2014,CA,California,Hemet,31.5,78657,33.74,-116.99
2014,IA,Iowa,Des Moines,31.5,5276,41.61,-93.65
2014,TN,Tennessee,Nashville,31.5,5007,36.22,-86.66
2014,OH,Ohio,Dayton,31.5,3904,39.74,-84.18
2014,IN,Indiana,Indianapolis,31.5,3763,39.79,-86.28
2014,NV,Nevada,North Las Vegas,31.5,5723,36.27,-115.13
2014,CA,California,Riverside,31.5,3473,33.93,-117.48
2014,TN,Tennessee,Nashville,31.5,3497,36.17,-86.75
2014,NY,New York,New York,31.5,4947,40.77,-73.87
2014,CA,California,Rialto,31.5,4098,34.13,-117.38
2014,FL,Florida,Miami,31.5,2553,25.8,-80.19
2014,IA,Iowa,Sioux City,31.6,5890,42.44,-96.36
2014,KS,Kansas,Kansas City,31.6,3980,39.05,-94.61
2014,MO,Missouri,Kansas City,31.6,3823,39.16,-94.45
2014,SD,South Dakota,Rapid City,31.6,3829,44.1,-103.2
2014,TN,Tennessee,Nashville,31.6,4379,36.05,-86.64
2014,MI,Michigan,Sterling Heights,31.6,4483,42.56,-83.08
2014,WA,Washington,Spokane Valley,31.6,3973,47.67,-117.27
2014,CA,California,Sacramento,31.6,3568,38.53,-121.42
2014,GA,Georgia,Sandy Springs,31.6,4782,33.97,-84.35
2014,WA,Washington,Tacoma,31.6,59,47.19,-122.41
2014,RI,Rhode Island,Providence,31.6,178042,41.82,-71.42
2014,AZ,Arizona,Phoenix,31.6,5924,33.42,-112.22
2014,NC,North Carolin,Charlotte,31.6,4489,35.23,-80.69
2014,CA,California,Victorville,31.6,92,34.61,-117.36
2014,OH,Ohio,Columbus,31.6,3368,39.95,-83.08
2014,TX,Texas,Corpus Christi,31.6,4516,27.67,-97.38
2014,MI,Michigan,Warren,31.6,2677,42.52,-82.98
2014,IL,Illinois,Rockford,31.6,3099,42.28,-89.07
2014,NH,New Hampshire,Nashua,31.6,2430,42.74,-71.52
2014,CA,California,Los Angeles,31.6,4113,34.03,-118.37
2014,AZ,Arizona,Mesa,31.6,4191,33.39,-111.66
2014,IL,Illinois,Chicago,31.6,5198,41.79,-87.72
2014,TX,Texas,Houston,31.6,138,29.87,-95.64
2014,CA,California,Palmdale,31.6,4130,34.57,-118.12
2014,NC,North Carolin,Jacksonville,31.6,70145,34.73,-77.4
2014,FL,Florida,Hialeah,31.6,6447,25.86,-80.27
2014,CA,California,Redding,31.6,1581,40.58,-122.39
2014,IN,Indiana,Fort Wayne,31.6,4216,41.1,-85.1
2014,VA,Virginia,Suffolk,31.6,1397,36.62,-76.56
2014,AZ,Arizona,Phoenix,31.6,1891,33.56,-112.1
2014,IL,Illinois,Joliet,31.6,7441,41.55,-88.22
2014,VA,Virginia,Portsmouth,31.6,5814,36.9,-76.37
2014,MI,Michigan,Livonia,31.6,3508,42.43,-83.33
2014,OR,Oregon,Medford,31.6,5592,42.35,-122.89
2014,NY,New York,New York,31.6,2766,40.68,-73.89
2014,MI,Michigan,Kalamazoo,31.6,6971,42.29,-85.64
2014,MD,Maryland,Baltimore,31.6,3148,39.35,-76.57
2014,CA,California,Fairfield,31.6,2670,38.25,-122.04
2014,AR,Arkansas,Fayetteville,31.6,6437,36.03,-94.17
2014,VA,Virginia,Virginia Beach,31.6,4549,36.83,-76.08
2014,NY,New York,Syracuse,31.6,2264,43.06,-76.19
2014,KY,Kentucky,Louisville,31.6,1068,38.19,-85.59
2014,NY,New York,New York,31.6,4037,40.87,-73.9
2014,TX,Texas,Grand Prairie,31.6,5745,32.67,-97.05
2014,CA,California,Oxnard,31.6,7858,34.15,-119.18
2014,ND,North Dakota,Fargo,31.6,3599,46.86,-96.83
2014,AZ,Arizona,Mesa,31.6,3158,33.43,-111.81
2014,WA,Washington,Spokane,31.6,3387,47.65,-117.35
2014,CA,California,Moreno Valley,31.6,3379,33.93,-117.26
2014,CA,California,Los Angeles,31.6,2645,34.19,-118.38
2014,CA,California,Antioch,31.6,4881,38.01,-121.8
2014,TX,Texas,Laredo,31.6,2365,27.58,-99.48
2014,GA,Georgia,Atlanta,31.6,420003,33.76,-84.42
2014,CA,California,South Gate,31.6,3720,33.95,-118.19
2014,TX,Texas,Lewisville,31.6,3574,33.04,-97.03
2014,MN,Minnesota,Minneapolis,31.6,4396,44.94,-93.26
2014,NY,New York,New York,31.6,2397,40.76,-73.87
2014,WA,Washington,Tacoma,31.6,2956,47.2,-122.47
2014,PA,Pennsylvania,Allentown,31.6,3661,40.63,-75.43
2014,TX,Texas,Longview,31.6,3371,32.55,-94.75
2014,NC,North Carolin,Raleigh,31.6,2538,35.86,-78.59
2014,NC,North Carolin,Charlotte,31.6,3527,35.2,-80.76
2014,CA,California,Santa Maria,31.6,6687,34.96,-120.44
2014,OR,Oregon,Eugene,31.6,4739,44.04,-123.13
2014,TX,Texas,Killeen,31.6,4353,31.05,-97.69
2014,MN,Minnesota,Minneapolis,31.6,2229,45,-93.31
2014,WA,Washington,Tacoma,31.6,4855,47.2,-122.43
2014,OH,Ohio,Toledo,31.6,1837,41.7,-83.65
2014,IN,Indiana,Evansville,31.6,3121,37.97,-87.63
2014,WI,Wisconsin,Waukesha,31.6,1552,43.01,-88.23
2014,CO,Colorado,Pueblo,31.6,1928,38.24,-104.63
2014,TX,Texas,Houston,31.6,153,29.95,-95.28
2014,MA,Massachusetts,Lynn,31.6,90329,42.48,-70.97
2014,CA,California,Fontana,31.6,3982,34.1,-117.45
2014,CT,Connecticut,Waterbury,31.6,1987,41.58,-73.05
2014,CA,California,Indio,31.6,76036,33.73,-116.24
2014,IN,Indiana,Evansville,31.6,1866,37.97,-87.5
2014,IA,Iowa,Cedar Rapids,31.6,3488,42.01,-91.65
2014,TN,Tennessee,Clarksville,31.6,1382,36.53,-87.33
2014,TX,Texas,Houston,31.6,6380,29.68,-95.5
2014,IN,Indiana,Indianapolis,31.6,1333,39.77,-86.14
2014,MI,Michigan,Sterling Heights,31.6,6494,42.55,-82.99
2014,VA,Virginia,Norfolk,31.6,4327,36.94,-76.25
2014,GA,Georgia,Warner Robins,31.6,2948,32.62,-83.71
2014,MN,Minnesota,Minneapolis,31.6,3828,45.01,-93.25
2014,PA,Pennsylvania,Bethlehem,31.6,74982,40.63,-75.37
2014,CA,California,Oxnard,31.6,5778,34.19,-119.18
2014,CA,California,Hawthorne,31.6,4273,33.92,-118.35
2014,NE,Nebraska,Lincoln,31.6,3497,40.82,-96.68
2014,NC,North Carolin,Raleigh,31.6,12020,35.89,-78.55
2014,OH,Ohio,Cincinnati,31.6,2518,39.14,-84.6
2014,IN,Indiana,Fort Wayne,31.6,2795,41.14,-85.13
2014,IA,Iowa,Sioux City,31.7,6097,42.54,-96.4
2014,MO,Missouri,Kansas City,31.7,2465,39.18,-94.55
2014,MO,Missouri,Kansas City,31.7,4706,39.17,-94.51
2014,IL,Illinois,Chicago,31.7,2095,41.99,-87.66
2014,NV,Nevada,Las Vegas,31.7,5080,36.24,-115.24
2014,IA,Iowa,Des Moines,31.7,5089,41.56,-93.56
2014,VA,Virginia,Virginia Beach,31.7,6281,36.77,-75.98
2014,CA,California,Compton,31.7,699,33.9,-118.19
2014,NM,New Mexico,Albuquerque,31.7,5858,35.06,-106.58
2014,CA,California,San Bernardino,31.7,2509,34.17,-117.3
2014,PA,Pennsylvania,Pittsburgh,31.7,3971,40.48,-79.92
2014,TX,Texas,Killeen,31.7,3235,31.11,-97.76
2014,TN,Tennessee,Chattanooga,31.7,2659,35,-85.33
2014,MD,Maryland,Baltimore,31.7,4361,39.36,-76.54
2014,MI,Michigan,Lansing,31.7,4355,42.71,-84.59
2014,TX,Texas,Irving,31.7,3938,32.81,-96.97
2014,MD,Maryland,Baltimore,31.7,1800,39.29,-76.59
2014,MN,Minnesota,St. Paul,31.7,5877,44.98,-93.1
2014,NM,New Mexico,Albuquerque,31.7,195,35.06,-106.66
2014,CA,California,Los Angeles,31.7,2658,34.04,-118.32
2014,NC,North Carolin,Charlotte,31.7,4295,35.22,-80.76
2014,PA,Pennsylvania,Bethlehem,31.7,3739,40.66,-75.35
2014,OK,Oklahoma,Lawton,31.7,4018,34.63,-98.48
2014,NY,New York,New York,31.7,1166,40.69,-73.78
2014,AZ,Arizona,Phoenix,31.7,1213,33.53,-112.09
2014,WI,Wisconsin,Milwaukee,31.7,1364,42.97,-87.91
2014,MO,Missouri,St. Joseph,31.7,76780,39.76,-94.82
2014,MN,Minnesota,Duluth,31.7,2123,46.76,-92.15
2014,IL,Illinois,Springfield,31.7,745,39.84,-89.59
2014,OH,Ohio,Columbus,31.7,2316,39.97,-82.92
2014,NY,New York,New York,31.7,2267,40.68,-73.8
2014,NE,Nebraska,Lincoln,31.7,5504,40.79,-96.71
2014,FL,Florida,Hollywood,31.7,4852,26.03,-80.15
2014,FL,Florida,Miramar,31.7,5912,25.98,-80.26
2014,OK,Oklahoma,Tulsa,31.7,391906,36.13,-95.9
2014,DC,District of C,Washington,31.7,4119,38.9,-76.99
2014,FL,Florida,Hialeah,31.7,4806,25.85,-80.27
2014,FL,Florida,Gainesville,31.7,5665,29.68,-82.31
2014,TN,Tennessee,Nashville,31.7,4751,36.18,-86.71
2014,NY,New York,New York,31.7,5153,40.63,-74.11
2014,NY,New York,New York,31.7,3478,40.67,-73.81
2014,MI,Michigan,Grand Rapids,31.7,4926,42.93,-85.62
2014,MA,Massachusetts,Lynn,31.7,5249,42.48,-70.93
2014,ND,North Dakota,Fargo,31.7,105549,46.87,-96.83
2014,CA,California,Modesto,31.7,3631,37.64,-120.93
2014,MA,Massachusetts,Lawrence,31.7,5145,42.69,-71.15
2014,NE,Nebraska,Omaha,31.7,2403,41.22,-96
2014,CO,Colorado,Westminster,31.7,1389,39.85,-105.02
2014,CA,California,Modesto,31.7,62,37.6,-120.98
2014,CA,California,Turlock,31.7,3853,37.49,-120.84
2014,CA,California,Moreno Valley,31.7,193365,33.92,-117.2
2014,PA,Pennsylvania,Erie,31.7,2832,42.1,-80.09
2014,IL,Illinois,Chicago,31.7,1617,41.91,-87.7
2014,TX,Texas,Odessa,31.7,5557,31.9,-102.36
2014,WA,Washington,Everett,31.7,4570,47.94,-122.22
2014,FL,Florida,Pompano Beach,31.7,3838,26.27,-80.11
2014,CA,California,Palmdale,31.7,5324,34.57,-118.04
2014,VA,Virginia,Suffolk,31.7,3614,36.78,-76.57
2014,FL,Florida,Miami,31.7,6893,25.79,-80.25
2014,GA,Georgia,Augusta,31.7,13436,33.46,-82.12
2014,CA,California,Los Angeles,31.7,3180,34.24,-118.45
2014,SC,South Carolin,Rock Hill,31.7,533,34.94,-81.11
2014,TX,Texas,Amarillo,31.7,190695,35.2,-101.83
2014,CA,California,Fairfield,31.7,3807,38.27,-122.02
2014,IA,Iowa,Cedar Rapids,31.7,2335,42.02,-91.63
2014,TX,Texas,Irving,31.7,3909,32.87,-97
2014,AZ,Arizona,Glendale,31.7,3702,33.55,-112.21
2014,TX,Texas,Houston,31.7,2654,29.82,-95.57
2014,WI,Wisconsin,Milwaukee,31.7,4545,43,-87.97
2014,LA,Louisiana,Kenner,31.7,2725,30.03,-90.25
2014,NV,Nevada,Las Vegas,31.7,3625,36.18,-115.23
2014,OK,Oklahoma,Tulsa,31.7,4192,36.1,-95.9
2014,MI,Michigan,Westland,31.7,3613,42.35,-83.32
2014,TX,Texas,Mission,31.7,6299,26.2,-98.29
2014,FL,Florida,Hialeah,31.7,3315,25.83,-80.27
2014,TX,Texas,Houston,31.7,2142,29.77,-95.37
2014,IL,Illinois,Aurora,31.7,4565,41.79,-88.27
2014,TX,Texas,Arlington,31.7,4574,32.79,-97.11
2014,TX,Texas,Houston,31.7,5259,29.8,-95.55
2014,TN,Tennessee,Nashville,31.7,6044,36.19,-86.74
2014,NY,New York,New Rochelle,31.7,5489,40.92,-73.8
2014,AZ,Arizona,Phoenix,31.7,7077,33.53,-112.13
2014,TX,Texas,Garland,31.7,5294,32.92,-96.6
2014,MI,Michigan,Grand Rapids,31.7,4403,42.99,-85.65
2014,FL,Florida,Tampa,31.7,2166,28.01,-82.44
2014,CA,California,Hawthorne,31.7,4329,33.91,-118.33
2014,OK,Oklahoma,Lawton,31.7,2509,34.62,-98.44
2014,WI,Wisconsin,Madison,31.7,3136,43.04,-89.42
2014,ID,Idaho,Nampa,31.7,12077,43.56,-116.61
2014,NH,New Hampshire,Manchester,31.7,2297,43,-71.49
2014,TX,Texas,Fort Worth,31.7,5053,32.68,-97.37
2014,IA,Iowa,Sioux City,31.8,6505,42.55,-96.37
2014,MO,Missouri,Kansas City,31.8,6134,39.23,-94.59
2014,NJ,New Jersey,Union City,31.8,3075,40.76,-74.04
2014,OK,Oklahoma,Oklahoma City,31.8,6062,35.39,-97.57
2014,OK,Oklahoma,Oklahoma City,31.8,5009,35.56,-97.63
2014,UT,Utah,Salt Lake City,31.8,5223,40.8,-111.95
2014,UT,Utah,Salt Lake City,31.8,6379,40.79,-111.92
2014,MI,Michigan,Warren,31.8,4493,42.5,-83.06
2014,CA,California,Long Beach,31.8,4247,33.86,-118.19
2014,WI,Wisconsin,Milwaukee,31.8,3430,43.07,-88
2014,NY,New York,New York,31.8,1028,40.74,-73.93
2014,TX,Texas,Fort Worth,31.8,3581,32.73,-97.38
2014,NY,New York,New York,31.8,7384,40.87,-73.89
2014,AR,Arkansas,Jonesboro,31.8,67263,35.82,-90.68
2014,TX,Texas,El Paso,31.8,4445,31.79,-106.35
2014,MO,Missouri,St. Louis,31.8,2298,38.61,-90.21
2014,NY,New York,New York,31.8,3543,40.67,-73.8
2014,CA,California,Los Angeles,31.8,3323,34.09,-118.17
2014,VA,Virginia,Suffolk,31.8,1260,36.83,-76.48
2014,NV,Nevada,North Las Vegas,31.8,5385,36.24,-115.14
2014,VA,Virginia,Chesapeake,31.8,2028,36.76,-76.35
2014,CA,California,Sacramento,31.8,3383,38.55,-121.47
2014,NY,New York,New York,31.8,1556,40.84,-73.91
2014,NY,New York,Rochester,31.8,1452,43.15,-77.6
2014,CA,California,Los Angeles,31.8,3426,33.98,-118.32
2014,KY,Kentucky,Louisville,31.8,3331,38.18,-85.81
2014,CA,California,Los Angeles,31.8,2944,34.03,-118.19
2014,CO,Colorado,Pueblo,31.8,3880,38.24,-104.64
2014,MI,Michigan,Lansing,31.8,2010,42.74,-84.52
2014,WA,Washington,Spokane Valley,31.8,474,47.7,-117.19
2014,FL,Florida,Jacksonville,31.8,8935,30.27,-81.85
2014,TX,Texas,Abilene,31.8,3694,32.47,-99.77
2014,TX,Texas,Lewisville,31.8,4478,33.07,-96.99
2014,TX,Texas,Longview,31.8,3701,32.53,-94.72
2014,OK,Oklahoma,Lawton,31.8,137,34.67,-98.44
2014,NY,New York,New York,31.8,1963,40.64,-73.93
2014,WI,Wisconsin,Green Bay,31.8,4632,44.53,-88.05
2014,AZ,Arizona,Tucson,31.8,7565,32.14,-111
2014,TX,Texas,Abilene,31.8,4604,32.44,-99.78
2014,IN,Indiana,Fort Wayne,31.8,2531,41.14,-85.2
2014,CA,California,Los Angeles,31.8,3846,34.07,-118.3
2014,AZ,Arizona,Phoenix,31.8,2474,33.58,-112.06
2014,MI,Michigan,Sterling Heights,31.8,4326,42.58,-83
2014,CA,California,Stockton,31.8,4669,37.97,-121.3
2014,NV,Nevada,Las Vegas,31.8,2645,36.21,-115.22
2014,MA,Massachusetts,Fall River,31.8,2275,41.71,-71.15
2014,NY,New York,New York,31.8,4100,40.88,-73.88
2014,TX,Texas,McAllen,31.8,4952,26.26,-98.23
2014,NY,New York,New York,31.8,2464,40.65,-73.96
2014,WA,Washington,Spokane,31.8,208916,47.67,-117.42
2014,AL,Alabama,Tuscaloosa,31.8,1724,33.17,-87.56
2014,LA,Louisiana,Shreveport,31.8,64,32.52,-93.88
2014,MO,Missouri,Springfield,31.8,2452,37.15,-93.27
2014,CA,California,Santa Ana,31.8,5688,33.73,-117.85
2014,TN,Tennessee,Knoxville,31.8,3419,35.99,-83.94
2014,AZ,Arizona,Tucson,31.8,7131,32.27,-111.01
2014,CA,California,Moreno Valley,31.8,5011,33.88,-117.23
2014,IN,Indiana,Lafayette,31.8,67140,40.4,-86.86
2014,HI,Hawaii,Honolulu,31.8,10289,21.41,-158.17
2014,AZ,Arizona,Phoenix,31.8,5647,33.47,-112.06
2014,AZ,Arizona,Tucson,31.8,1673,32.23,-110.98
2014,LA,Louisiana,New Orleans,31.8,1663,29.97,-90.03
2014,RI,Rhode Island,Pawtucket,31.8,3109,41.87,-71.38
2014,NY,New York,New York,31.8,2143,40.68,-73.81
2014,KY,Kentucky,Louisville,31.8,2702,38.16,-85.71
2014,TX,Texas,San Antonio,31.8,5019,29.45,-98.57
2014,NE,Nebraska,Omaha,31.8,3509,41.31,-96.08
2014,ND,North Dakota,Fargo,31.8,804,46.87,-96.87
2014,CO,Colorado,Aurora,31.8,3915,39.73,-104.88
2014,IL,Illinois,Bolingbrook,31.8,73366,41.69,-88.1
2014,NC,North Carolin,Gastonia,31.8,834,35.22,-81.18
2014,CA,California,Bakersfield,31.8,5173,35.33,-119.07
2014,AZ,Arizona,Phoenix,31.8,2954,33.64,-112.06
2014,NY,New York,New York,31.8,1956,40.7,-73.78
2014,NY,New York,New York,31.8,1788,40.63,-74.08
2014,TX,Texas,Arlington,31.8,12483,32.62,-97.12
