year,stateabbr,statename,cityname,obesitypercentage,Population2010,latitude,longitude
2014,PA,Pennsylvania,Philadelphia,33.8,5766,40.03,-75.05
2014,HI,Hawaii,Honolulu,33.8,2834,21.51,-158.2
2014,IL,Illinois,Chicago,33.8,2997,41.9,-87.71
2014,OK,Oklahoma,Tulsa,33.8,4779,36.07,-95.97
2014,SC,South Carolin,Rock Hill,33.8,66154,34.94,-81.02
2014,MI,Michigan,Flint,33.8,2938,42.99,-83.67
2014,IL,Illinois,Springfield,33.8,2920,39.82,-89.66
2014,IA,Iowa,Davenport,33.8,3200,41.57,-90.61
2014,UT,Utah,Ogden,33.8,4926,41.27,-111.96
2014,TX,Texas,Mesquite,33.8,5503,32.79,-96.65
2014,CA,California,Compton,33.8,5720,33.9,-118.24
2014,FL,Florida,Jacksonville,33.8,3148,30.25,-81.72
2014,IL,Illinois,Chicago,33.8,2107,41.91,-87.71
2014,OK,Oklahoma,Oklahoma City,33.9,3989,35.41,-97.56
2014,OK,Oklahoma,Oklahoma City,33.9,64,35.36,-97.13
2014,UT,Utah,Salt Lake City,33.9,6106,40.75,-111.92
2014,TX,Texas,Fort Worth,33.9,1947,32.78,-97.25
2014,UT,Utah,Ogden,33.9,82825,41.23,-111.97
2014,NV,Nevada,North Las Vegas,33.9,4517,36.22,-115.16
2014,KS,Kansas,Wichita,33.9,2728,37.71,-97.29
2014,NY,New York,New York,33.9,1978,40.65,-73.89
2014,WA,Washington,Spokane Valley,33.9,2994,47.66,-117.21
2014,NY,New York,Buffalo,33.9,6709,42.95,-78.82
2014,LA,Louisiana,New Orleans,33.9,343829,30.07,-89.93
2014,TN,Tennessee,Nashville,33.9,4004,36.16,-86.85
2014,CA,California,Lynwood,33.9,4451,33.91,-118.19
2014,CA,California,Los Angeles,33.9,4179,34.06,-118.28
2014,OR,Oregon,Salem,33.9,4992,44.95,-122.97
2014,CA,California,Richmond,33.9,5093,37.97,-122.33
2014,CA,California,Modesto,33.9,4789,37.68,-121.04
2014,IN,Indiana,Indianapolis,33.9,4439,39.86,-86.26
2014,CA,California,Inglewood,33.9,4126,33.93,-118.33
2014,CA,California,Los Angeles,33.9,4259,33.98,-118.28
2014,NY,New York,New York,33.9,8938,40.67,-73.87
2014,VA,Virginia,Norfolk,33.9,3384,36.85,-76.2
2014,CA,California,San Bernardino,33.9,3822,34.14,-117.33
2014,FL,Florida,Miami Gardens,33.9,8862,25.97,-80.22
2014,TX,Texas,Dallas,33.9,5331,32.85,-96.65
2014,OH,Ohio,Columbus,33.9,787033,39.99,-82.99
2014,TX,Texas,Fort Worth,33.9,463,32.77,-97.41
2014,MI,Michigan,Warren,33.9,5195,42.48,-83.05
2014,CA,California,Richmond,33.9,4506,37.94,-122.34
2014,HI,Hawaii,Honolulu,33.9,6386,21.47,-158.21
2014,IL,Illinois,Cicero,33.9,83891,41.84,-87.76
2014,CA,California,Los Angeles,33.9,3373,34.04,-118.29
2014,TX,Texas,Pasadena,33.9,5329,29.7,-95.16
2014,NY,New York,Syracuse,33.9,2673,43.05,-76.12
2014,IN,Indiana,Hammond,33.9,2513,41.69,-87.51
2014,IL,Illinois,Chicago,33.9,1545,41.83,-87.62
2014,NY,New York,New York,33.9,3314,40.66,-73.75
2014,SD,South Dakota,Sioux Falls,33.9,3549,43.55,-96.75
2014,MO,Missouri,St. Louis,33.9,5359,38.61,-90.25
2014,MA,Massachusetts,Boston,33.9,3452,42.31,-71.07
2014,TN,Tennessee,Chattanooga,33.9,50,35.01,-85.25
2014,NY,New York,New York,33.9,3794,40.87,-73.9
2014,TX,Texas,Lewisville,33.9,2658,33.03,-96.97
2014,WY,Wyoming,Cheyenne,33.9,4580,41.12,-104.81
2014,CA,California,Sacramento,33.9,6166,38.63,-121.44
2014,ND,North Dakota,Fargo,33.9,1715,46.88,-96.79
2014,MA,Massachusetts,Brockton,33.9,3358,42.11,-71.03
2014,VA,Virginia,Lynchburg,33.9,367,37.41,-79.14
2014,TX,Texas,Arlington,33.9,4201,32.7,-97.13
2014,TX,Texas,Houston,33.9,2099451,29.78,-95.39
2014,OR,Oregon,Salem,33.9,5085,44.89,-122.97
2014,NC,North Carolin,Charlotte,33.9,4881,35.21,-80.77
2014,NE,Nebraska,Omaha,33.9,3722,41.22,-95.96
2014,TX,Texas,Arlington,33.9,7592,32.7,-97.09
2014,TX,Texas,Arlington,33.9,3565,32.78,-97.07
2014,CA,California,Sacramento,33.9,5347,38.64,-121.42
2014,NY,New York,New York,33.9,2957,40.86,-73.86
2014,CA,California,San Diego,33.9,4946,32.7,-117.11
2014,CA,California,Compton,33.9,4867,33.88,-118.23
2014,CA,California,Los Angeles,33.9,2781,33.97,-118.32
2014,CO,Colorado,Greeley,33.9,3313,40.43,-104.7
2014,PA,Pennsylvania,Philadelphia,33.9,1526006,40.01,-75.13
2014,FL,Florida,Miami Gardens,33.9,1242,25.97,-80.2
2014,TX,Texas,Garland,33.9,6463,32.9,-96.61
2014,AL,Alabama,Huntsville,33.9,4399,34.78,-86.57
2014,MA,Massachusetts,Brockton,33.9,5964,42.1,-71
2014,WI,Wisconsin,Green Bay,33.9,139,44.48,-87.98
2014,CA,California,Sacramento,33.9,7455,38.62,-121.46
2014,WA,Washington,Auburn,33.9,6273,47.29,-122.23
2014,VA,Virginia,Chesapeake,33.9,5634,36.81,-76.23
2014,CA,California,Oakland,33.9,3536,37.75,-122.17
2014,IL,Illinois,Peoria,33.9,4237,40.72,-89.61
2014,TX,Texas,Houston,33.9,957,30.03,-95.44
2014,TN,Tennessee,Knoxville,33.9,3101,35.98,-83.93
2014,OK,Oklahoma,Lawton,33.9,96867,34.62,-98.42
2014,CT,Connecticut,Bridgeport,33.9,5469,41.22,-73.2
2014,CA,California,Sacramento,33.9,5112,38.49,-121.47
2014,OK,Oklahoma,Oklahoma City,34,3385,35.42,-97.43
2014,UT,Utah,Salt Lake City,34,5099,40.75,-111.93
2014,SD,South Dakota,Sioux Falls,34,3259,43.55,-96.8
2014,NY,New York,New York,34,3669,40.7,-73.78
2014,AZ,Arizona,Chandler,34,4549,33.31,-111.83
2014,GA,Georgia,Atlanta,34,4289,33.73,-84.49
2014,TX,Texas,San Antonio,34,8151,29.48,-98.41
2014,NY,New York,New York,34,2240,40.7,-73.75
2014,CA,California,Los Angeles,34,3359,34.03,-118.31
2014,NE,Nebraska,Omaha,34,4314,41.29,-95.99
2014,CA,California,Modesto,34,3567,37.6,-121
2014,IL,Illinois,Bolingbrook,34,2912,41.71,-88.06
2014,CA,California,Perris,34,68386,33.79,-117.22
2014,TX,Texas,Mesquite,34,4120,32.77,-96.64
2014,IN,Indiana,Indianapolis,34,4093,39.77,-86.3
2014,GA,Georgia,Augusta,34,2563,33.34,-82.13
2014,VA,Virginia,Portsmouth,34,1692,36.84,-76.32
2014,TX,Texas,Beaumont,34,5196,30.16,-94.2
2014,CA,California,Moreno Valley,34,4177,33.92,-117.24
2014,NY,New York,New York,34,5376,40.63,-74.14
2014,CT,Connecticut,New Haven,34,3960,41.31,-72.87
2014,MA,Massachusetts,New Bedford,34,3115,41.64,-70.94
2014,IL,Illinois,Chicago,34,1840,41.81,-87.6
2014,TX,Texas,Houston,34,5215,29.73,-95.56
2014,TX,Texas,Mesquite,34,5976,32.8,-96.64
2014,TX,Texas,Waco,34,1726,31.64,-97.08
2014,TX,Texas,Lubbock,34,5446,33.56,-101.91
2014,TX,Texas,Dallas,34,3970,32.76,-96.83
2014,WA,Washington,Vancouver,34,3096,45.65,-122.61
2014,ND,North Dakota,Fargo,34,4929,46.88,-96.82
2014,TX,Texas,Fort Worth,34,741206,32.78,-97.35
2014,WA,Washington,Tacoma,34,7852,47.2,-122.41
2014,TX,Texas,Dallas,34,565,32.72,-96.97
2014,WI,Wisconsin,Racine,34,3758,42.7,-87.83
2014,TX,Texas,Beaumont,34,3060,30.06,-94.18
2014,TX,Texas,Grand Prairie,34,218,32.78,-97.06
2014,NE,Nebraska,Omaha,34,2557,41.22,-95.93
2014,MI,Michigan,Detroit,34,1911,42.43,-83.13
2014,KY,Kentucky,Louisville,34,4013,38.16,-85.61
2014,CA,California,Hawthorne,34,4156,33.9,-118.33
2014,OH,Ohio,Columbus,34,6543,39.94,-83.15
2014,AL,Alabama,Montgomery,34,730,32.29,-86.25
2014,PA,Pennsylvania,Pittsburgh,34,3944,40.4,-79.98
2014,IL,Illinois,Springfield,34,3144,39.76,-89.62
2014,MI,Michigan,Kalamazoo,34,4739,42.3,-85.6
2014,CA,California,Los Angeles,34,3965,34.03,-118.3
2014,TX,Texas,Carrollton,34,4650,32.96,-96.89
2014,NY,New York,New York,34,2804,40.66,-73.9
2014,IL,Illinois,Chicago,34,3036,41.74,-87.69
2014,TX,Texas,Baytown,34,71802,29.76,-94.97
2014,CA,California,Moreno Valley,34,3280,33.92,-117.27
2014,MI,Michigan,Warren,34,4233,42.47,-83.07
2014,VA,Virginia,Suffolk,34,7351,36.89,-76.42
2014,CA,California,Ontario,34,4195,34.07,-117.63
2014,IN,Indiana,Indianapolis,34,2900,39.86,-86.18
2014,CA,California,Lancaster,34,3721,34.7,-118.12
2014,CA,California,Hemet,34,5287,33.76,-116.97
2014,FL,Florida,Tampa,34,3964,28.03,-82.48
2014,AZ,Arizona,Phoenix,34,3961,33.53,-112.1
2014,TX,Texas,Dallas,34,1197816,32.79,-96.77
2014,CA,California,Oxnard,34,5279,34.19,-119.17
2014,CA,California,Los Angeles,34,4655,34.02,-118.31
2014,FL,Florida,Hialeah,34,4323,25.83,-80.27
2014,TX,Texas,San Antonio,34,3459,29.46,-98.5
2014,AR,Arkansas,Fort Smith,34,6454,35.32,-94.42
2014,TX,Texas,Austin,34,331,30.31,-97.59
2014,CA,California,Los Angeles,34,3224,34.04,-118.28
2014,NJ,New Jersey,Trenton,34,4530,40.22,-74.74
2014,CA,California,Hawthorne,34,2438,33.92,-118.32
2014,FL,Florida,Boynton Beach,34,6185,26.55,-80.06
2014,TX,Texas,Dallas,34,5987,32.83,-96.82
2014,TX,Texas,Longview,34,251,32.52,-94.83
2014,IL,Illinois,Bolingbrook,34,5469,41.72,-88.05
2014,MA,Massachusetts,Lawrence,34,5524,42.71,-71.18
2014,NY,New York,New York,34,2222,40.87,-73.86
2014,MO,Missouri,Springfield,34,3488,37.18,-93.25
2014,NY,New York,New York,34,2656,40.67,-73.91
2014,IA,Iowa,Cedar Rapids,34,4846,41.95,-91.67
2014,NY,New York,New York,34,1165,40.69,-73.79
2014,KS,Kansas,Kansas City,34.1,2696,39.07,-94.71
2014,MA,Massachusetts,Boston,34.1,3860,42.3,-71.08
2014,NY,New York,New York,34.1,1846,40.68,-73.79
2014,KY,Kentucky,Louisville,34.1,6069,38.15,-85.89
2014,SC,South Carolin,North Charleston,34.1,4199,32.96,-80.1
2014,FL,Florida,Miami,34.1,6315,25.79,-80.23
2014,NJ,New Jersey,Newark,34.1,7989,40.74,-74.25
2014,CA,California,Fontana,34.1,3120,34.1,-117.44
2014,NC,North Carolin,Durham,34.1,4705,36.06,-78.91
2014,IL,Illinois,Elgin,34.1,3021,42.02,-88.3
2014,WI,Wisconsin,Green Bay,34.1,6483,44.49,-87.98
2014,TX,Texas,Houston,34.1,4042,29.65,-95.55
2014,FL,Florida,St. Petersburg,34.1,3969,27.71,-82.67
2014,WI,Wisconsin,Green Bay,34.1,2953,44.52,-88.03
2014,GA,Georgia,Savannah,34.1,136286,32.03,-81.18
2014,TX,Texas,Austin,34.1,3546,30.33,-97.69
2014,NY,New York,New York,34.1,7942,40.87,-73.9
2014,NY,New York,New York,34.1,4230,40.68,-73.79
2014,PA,Pennsylvania,Philadelphia,34.1,2631,40,-75.1
2014,AK,Alaska,Anchorage,34.1,5706,61.22,-149.72
2014,CA,California,San Diego,34.1,4115,32.71,-117.14
2014,TX,Texas,Houston,34.1,3315,29.68,-95.28
2014,TX,Texas,Arlington,34.1,7182,32.65,-97.12
2014,AZ,Arizona,Phoenix,34.1,4867,33.5,-112.19
2014,TX,Texas,McAllen,34.1,9179,26.26,-98.25
2014,IA,Iowa,Des Moines,34.1,3477,41.59,-93.65
2014,MI,Michigan,Detroit,34.1,3723,42.41,-83.07
2014,CA,California,San Bernardino,34.1,56,34.11,-117.24
2014,WI,Wisconsin,Racine,34.1,5608,42.7,-87.81
2014,CA,California,Compton,34.1,3016,33.91,-118.23
2014,TX,Texas,Austin,34.1,7157,30.23,-97.69
2014,LA,Louisiana,Lafayette,34.1,120623,30.21,-92.03
2014,NY,New York,New York,34.1,4490,40.71,-73.74
2014,MI,Michigan,Lansing,34.1,2030,42.76,-84.55
2014,KY,Kentucky,Louisville,34.1,7402,38.12,-85.69
2014,FL,Florida,Hialeah,34.1,7318,25.89,-80.3
2014,CA,California,Vallejo,34.1,2798,38.1,-122.26
2014,AL,Alabama,Birmingham,34.1,1688,33.62,-86.66
2014,OR,Oregon,Portland,34.1,3442,45.52,-122.68
2014,ID,Idaho,Nampa,34.1,4707,43.58,-116.6
2014,OH,Ohio,Toledo,34.1,2504,41.7,-83.6
2014,TX,Texas,McAllen,34.1,3923,26.21,-98.27
2014,CA,California,Fairfield,34.1,3674,38.26,-122.05
2014,CA,California,Los Angeles,34.1,4752,34.01,-118.31
2014,TX,Texas,Corpus Christi,34.1,3305,27.87,-97.62
2014,CA,California,Lynwood,34.1,6552,33.92,-118.21
2014,SC,South Carolin,North Charleston,34.1,2233,32.88,-79.98
2014,FL,Florida,Jacksonville,34.1,4856,30.3,-81.64
2014,FL,Florida,Pompano Beach,34.1,7134,26.26,-80.12
2014,NC,North Carolin,Durham,34.1,2946,36.01,-78.89
2014,TX,Texas,Beaumont,34.1,253,30.08,-94.21
2014,CA,California,Long Beach,34.1,4779,33.78,-118.18
2014,CA,California,Inglewood,34.1,5311,33.96,-118.35
2014,TX,Texas,Austin,34.1,3830,30.28,-97.69
2014,AR,Arkansas,Jonesboro,34.1,3671,35.86,-90.73
2014,PA,Pennsylvania,Scranton,34.1,3166,41.4,-75.67
2014,IL,Illinois,Chicago,34.1,2609,41.91,-87.72
2014,VA,Virginia,Norfolk,34.1,7740,36.87,-76.24
2014,AZ,Arizona,Phoenix,34.1,4304,33.49,-112
2014,NH,New Hampshire,Manchester,34.1,2867,42.99,-71.47
2014,AZ,Arizona,Phoenix,34.1,1796,33.45,-112.17
2014,CA,California,Modesto,34.1,6430,37.66,-121.02
2014,NC,North Carolin,Raleigh,34.1,6232,35.85,-78.57
2014,MI,Michigan,Wyoming,34.1,1853,42.89,-85.67
2014,OH,Ohio,Toledo,34.1,2420,41.7,-83.62
2014,TX,Texas,Lubbock,34.1,584,33.49,-101.87
2014,CA,California,Fresno,34.1,5192,36.76,-119.83
2014,PA,Pennsylvania,Scranton,34.1,2215,41.41,-75.69
2014,TN,Tennessee,Nashville,34.1,2238,36.11,-86.73
2014,CA,California,Riverside,34.1,4497,33.98,-117.38
2014,NY,New York,New York,34.1,26588,40.87,-73.83
2014,NY,New York,New York,34.1,4120,40.68,-73.91
2014,VA,Virginia,Virginia Beach,34.1,4086,36.82,-76.1
2014,AL,Alabama,Tuscaloosa,34.1,58,33.21,-87.44
2014,AL,Alabama,Mobile,34.1,4769,30.67,-88.14
2014,FL,Florida,Hollywood,34.1,2805,26,-80.16
2014,TX,Texas,Wichita Falls,34.1,104553,33.91,-98.53
2014,LA,Louisiana,New Orleans,34.1,2504,29.97,-90.1
2014,FL,Florida,Jacksonville,34.1,2554,30.36,-81.77
2014,PA,Pennsylvania,Scranton,34.1,2522,41.42,-75.68
2014,TN,Tennessee,Nashville,34.1,7033,36.07,-86.62
2014,TX,Texas,San Antonio,34.1,5584,29.49,-98.37
2014,AZ,Arizona,Avondale,34.1,6114,33.45,-112.34
2014,IL,Illinois,Joliet,34.1,2705,41.56,-88.17
2014,NJ,New Jersey,Newark,34.1,4240,40.74,-74.13
2014,CA,California,Perris,34.1,8283,33.82,-117.22
2014,MA,Massachusetts,Worcester,34.1,3762,42.25,-71.81
2014,MI,Michigan,Wyoming,34.1,2955,42.87,-85.67
2014,MN,Minnesota,Minneapolis,34.1,1812,44.99,-93.31
2014,WA,Washington,Tacoma,34.1,4578,47.24,-122.46
2014,MA,Massachusetts,Boston,34.1,3350,42.33,-71.07
2014,TX,Texas,Houston,34.1,698,30.01,-95.44
2014,TX,Texas,San Antonio,34.1,5591,29.38,-98.41
2014,KY,Kentucky,Louisville,34.1,1496,38.15,-85.75
2014,OK,Oklahoma,Oklahoma City,34.2,4261,35.38,-97.54
2014,IA,Iowa,Cedar Rapids,34.2,6433,41.98,-91.64
2014,CT,Connecticut,Bridgeport,34.2,3563,41.17,-73.22
2014,MA,Massachusetts,Boston,34.2,3265,42.32,-71.1
2014,NY,New York,New York,34.2,1866,40.7,-73.75
2014,NY,New York,New York,34.2,3416,40.67,-73.89
2014,NY,New York,New York,34.2,6427,40.81,-73.95
2014,IL,Illinois,Peoria,34.2,3294,40.7,-89.61
2014,IL,Illinois,Cicero,34.2,7375,41.84,-87.75
2014,CA,California,Modesto,34.2,1530,37.61,-121.02
2014,CA,California,Merced,34.2,3616,37.3,-120.47
2014,NC,North Carolin,Charlotte,34.2,3379,35.19,-80.75
2014,NY,New York,New York,34.2,5513,40.65,-73.95
2014,NC,North Carolin,Winston-Salem,34.2,229617,36.1,-80.26
2014,WI,Wisconsin,Milwaukee,34.2,3382,43.14,-88.03
2014,IL,Illinois,Peoria,34.2,115007,40.75,-89.62
2014,CA,California,Los Angeles,34.2,3444,33.98,-118.27
2014,CA,California,San Bernardino,34.2,4219,34.14,-117.25
2014,IN,Indiana,Indianapolis,34.2,3128,39.72,-86.16
2014,CA,California,Stockton,34.2,3419,37.98,-121.28
2014,NH,New Hampshire,Manchester,34.2,3151,42.99,-71.45
2014,MO,Missouri,Springfield,34.2,3946,37.22,-93.28
2014,OH,Ohio,Cleveland,34.2,3222,41.43,-81.71
2014,CT,Connecticut,New Haven,34.2,6654,41.29,-72.9
2014,CA,California,Bakersfield,34.2,8845,35.3,-119.01
2014,MA,Massachusetts,Worcester,34.2,5198,42.25,-71.83
2014,CA,California,Los Angeles,34.2,2369,34.03,-118.28
2014,NC,North Carolin,Greensboro,34.2,2048,36.07,-79.68
2014,VA,Virginia,Suffolk,34.2,2333,36.85,-76.57
2014,VA,Virginia,Roanoke,34.2,4615,37.29,-79.94
2014,NC,North Carolin,Winston-Salem,34.2,4477,36.08,-80.32
2014,OH,Ohio,Columbus,34.2,6421,39.91,-83.07
2014,OH,Ohio,Columbus,34.2,2941,39.96,-82.99
2014,NY,New York,New York,34.2,3420,40.87,-73.87
2014,IN,Indiana,South Bend,34.2,513,41.73,-86.26
2014,TX,Texas,Lubbock,34.2,854,33.63,-101.8
2014,CT,Connecticut,Waterbury,34.2,110366,41.56,-73.04
2014,TX,Texas,Baytown,34.2,3052,29.73,-94.96
2014,IA,Iowa,Des Moines,34.2,4500,41.62,-93.61
2014,GA,Georgia,Atlanta,34.2,3166,33.72,-84.36
2014,IN,Indiana,Hammond,34.2,2285,41.59,-87.52
2014,AZ,Arizona,Phoenix,34.2,6572,33.52,-112.09
2014,KY,Kentucky,Louisville,34.2,4234,38.16,-85.67
2014,TX,Texas,San Angelo,34.2,93200,31.44,-100.45
2014,TX,Texas,Fort Worth,34.2,741206,32.78,-97.35
2014,TX,Texas,Grand Prairie,34.2,7309,32.71,-97
2014,KS,Kansas,Wichita,34.2,4136,37.7,-97.38
2014,OH,Ohio,Cleveland,34.2,3036,41.45,-81.78
2014,NY,New York,New York,34.2,3803,40.59,-73.77
2014,CA,California,Concord,34.2,4802,37.97,-122.03
2014,KY,Kentucky,Louisville,34.2,2870,38.1,-85.7
2014,NY,New York,New York,34.2,6984,40.86,-73.9
2014,NV,Nevada,Henderson,34.2,3864,36.06,-115
2014,TX,Texas,Austin,34.2,7257,30.18,-97.76
2014,DC,District of C,Washington,34.2,4355,38.87,-76.98
2014,VA,Virginia,Richmond,34.2,5325,37.51,-77.52
2014,FL,Florida,Miami Gardens,34.2,7668,25.95,-80.27
2014,FL,Florida,Miami Gardens,34.2,5247,25.95,-80.24
2014,TX,Texas,Austin,34.2,5782,30.19,-97.75
2014,DE,Delaware,Wilmington,34.2,3039,39.74,-75.57
2014,CA,California,San Bernardino,34.2,5028,34.13,-117.27
2014,CA,California,Inglewood,34.2,606,33.93,-118.34
2014,TX,Texas,Laredo,34.2,5242,27.57,-99.49
2014,AZ,Arizona,Glendale,34.2,4037,33.52,-112.21
2014,NY,New York,New York,34.2,2257,40.69,-73.79
2014,MI,Michigan,Sterling Heights,34.2,4770,42.59,-83.06
2014,NV,Nevada,Las Vegas,34.2,5265,36.18,-115.23
2014,KS,Kansas,Wichita,34.2,4042,37.74,-97.37
2014,TX,Texas,Midland,34.2,5130,31.99,-102.1
2014,TX,Texas,Houston,34.2,101,29.97,-95.38
2014,MD,Maryland,Baltimore,34.2,4367,39.36,-76.71
2014,WA,Washington,Yakima,34.2,7072,46.59,-120.52
2014,WI,Wisconsin,Milwaukee,34.2,1951,43.07,-87.9
2014,MI,Michigan,Wyoming,34.2,3703,42.9,-85.65
2014,MI,Michigan,Dearborn,34.2,3900,42.33,-83.18
2014,OH,Ohio,Cleveland,34.2,3456,41.43,-81.8
2014,OR,Oregon,Salem,34.2,2170,44.91,-122.96
2014,IN,Indiana,Lafayette,34.2,4486,40.43,-86.89
2014,NY,New York,New York,34.2,2032,40.9,-73.85
2014,CA,California,Fresno,34.2,5212,36.78,-119.84
2014,IL,Illinois,Bolingbrook,34.2,2129,41.7,-88.04
2014,OH,Ohio,Dayton,34.2,2862,39.83,-84.1
2014,CA,California,Lynwood,34.2,69772,33.92,-118.2
2014,TX,Texas,Fort Worth,34.2,5452,32.71,-97.34
2014,VA,Virginia,Portsmouth,34.2,6649,36.88,-76.39
2014,AZ,Arizona,Chandler,34.2,5168,33.31,-111.84
2014,CA,California,Fresno,34.2,4738,36.71,-119.74
2014,MD,Maryland,Baltimore,34.2,3548,39.36,-76.7
2014,TX,Texas,Round Rock,34.2,4509,30.51,-97.65
2014,TX,Texas,Corpus Christi,34.2,3886,27.69,-97.39
2014,TX,Texas,Round Rock,34.2,8924,30.49,-97.65
2014,NY,New York,New York,34.2,1978,40.7,-73.79
2014,TX,Texas,El Paso,34.2,3904,31.78,-106.29
2014,MA,Massachusetts,Lawrence,34.2,5599,42.72,-71.16
2014,MN,Minnesota,Minneapolis,34.2,4269,44.95,-93.25
2014,NY,New York,New York,34.2,5280,40.82,-73.93
2014,TX,Texas,El Paso,34.2,11245,31.79,-106.25
2014,WI,Wisconsin,Milwaukee,34.2,3024,42.98,-87.94
2014,PA,Pennsylvania,Erie,34.2,4214,42.13,-80.1
2014,TX,Texas,San Antonio,34.2,3567,29.47,-98.37
2014,TX,Texas,El Paso,34.2,5300,31.76,-106.33
2014,MO,Missouri,Kansas City,34.3,1651,39.06,-94.58
2014,OK,Oklahoma,Oklahoma City,34.3,2817,35.5,-97.59
2014,TX,Texas,Corpus Christi,34.3,6280,27.84,-97.6
2014,IN,Indiana,Evansville,34.3,117429,37.99,-87.54
2014,IL,Illinois,Chicago,34.3,1268,41.81,-87.59
2014,MO,Missouri,Springfield,34.3,3717,37.17,-93.29
2014,TX,Texas,Baytown,34.3,3594,29.73,-94.94
2014,IL,Illinois,Chicago,34.3,2029,41.9,-87.7
2014,TX,Texas,Grand Prairie,34.3,2031,32.72,-96.99
2014,IA,Iowa,Des Moines,34.3,2776,41.61,-93.61
2014,CA,California,Stockton,34.3,991,37.92,-121.28
2014,CA,California,Inglewood,34.3,6511,33.96,-118.36
2014,CO,Colorado,Pueblo,34.3,3031,38.28,-104.6
2014,KS,Kansas,Wichita,34.3,382368,37.69,-97.34
2014,VA,Virginia,Hampton,34.3,5317,37.04,-76.33
2014,NY,New York,New York,34.3,3344,40.68,-73.93
2014,TX,Texas,Garland,34.3,6610,32.87,-96.62
2014,CA,California,Richmond,34.3,279,37.97,-122.33
2014,CA,California,Sacramento,34.3,1586,38.53,-121.45
2014,SC,South Carolin,North Charleston,34.3,2846,32.92,-80.07
2014,IN,Indiana,South Bend,34.3,3348,41.67,-86.21
2014,LA,Louisiana,Kenner,34.3,7443,30.03,-90.27
2014,FL,Florida,Tampa,34.3,4462,28,-82.48
2014,NJ,New Jersey,Trenton,34.3,4493,40.2,-74.74
2014,TX,Texas,Arlington,34.3,4311,32.71,-97.1
2014,AZ,Arizona,Tucson,34.3,6534,32.16,-111
2014,IL,Illinois,Aurora,34.3,3226,41.77,-88.35
2014,MO,Missouri,Springfield,34.3,4362,37.19,-93.31
2014,TX,Texas,El Paso,34.3,4238,31.79,-106.29
2014,NY,New York,New York,34.3,3426,40.65,-73.93
2014,IL,Illinois,Chicago,34.3,4396,41.92,-87.73
2014,PA,Pennsylvania,Erie,34.3,4158,42.13,-80.03
2014,CA,California,San Bernardino,34.3,6590,34.13,-117.29
2014,TX,Texas,Odessa,34.3,99940,31.88,-102.34
2014,TX,Texas,Grand Prairie,34.3,4857,32.7,-97.01
2014,PA,Pennsylvania,Pittsburgh,34.3,2568,40.45,-80.06
2014,NC,North Carolin,Charlotte,34.3,4226,35.18,-80.74
2014,KS,Kansas,Wichita,34.3,1686,37.68,-97.35
2014,VA,Virginia,Chesapeake,34.3,10150,36.8,-76.43
2014,VA,Virginia,Suffolk,34.3,4002,36.79,-76.51
2014,WA,Washington,Vancouver,34.3,3919,45.64,-122.64
2014,TX,Texas,Killeen,34.3,4010,31.1,-97.69
2014,NV,Nevada,North Las Vegas,34.3,3707,36.25,-115.18
2014,CA,California,Compton,34.3,5434,33.91,-118.2
2014,TX,Texas,San Antonio,34.3,1946,29.48,-98.58
2014,CA,California,Los Angeles,34.3,2698,34,-118.32
2014,MN,Minnesota,Brooklyn Park,34.3,5039,45.07,-93.36
2014,TN,Tennessee,Clarksville,34.3,2310,36.58,-87.4
2014,NC,North Carolin,Winston-Salem,34.3,2052,36.1,-80.25
2014,TX,Texas,Irving,34.3,3695,32.83,-96.99
2014,NV,Nevada,Henderson,34.3,3370,36.06,-114.96
2014,TX,Texas,San Antonio,34.3,7762,29.5,-98.52
2014,TX,Texas,Houston,34.3,818,29.97,-95.43
2014,NC,North Carolin,Charlotte,34.3,3605,35.21,-80.72
2014,CA,California,San Bernardino,34.3,3282,34.11,-117.31
2014,MD,Maryland,Baltimore,34.3,3243,39.33,-76.59
2014,WI,Wisconsin,Milwaukee,34.3,1912,43.07,-87.9
2014,TX,Texas,Austin,34.3,4747,30.26,-97.69
2014,IL,Illinois,Springfield,34.3,3279,39.79,-89.66
2014,OH,Ohio,Toledo,34.3,2121,41.72,-83.63
2014,MI,Michigan,Detroit,34.3,1192,42.33,-83.07
2014,MI,Michigan,Sterling Heights,34.3,4728,42.62,-83
2014,TX,Texas,Dallas,34.3,1197816,32.79,-96.77
2014,CT,Connecticut,New Britain,34.3,3737,41.68,-72.76
2014,NC,North Carolin,Durham,34.3,4535,36.03,-78.9
2014,TX,Texas,Austin,34.3,1803,30.46,-97.8
2014,NE,Nebraska,Lincoln,34.3,4949,40.8,-96.69
2014,NC,North Carolin,Fayetteville,34.3,4467,35.05,-79.02
2014,GA,Georgia,Augusta,34.3,4506,33.46,-82.03
2014,MN,Minnesota,Minneapolis,34.3,2221,44.94,-93.27
2014,DC,District of C,Washington,34.3,3646,38.89,-76.92
2014,NY,New York,New York,34.3,2549,40.67,-73.8
2014,CA,California,Lancaster,34.3,5214,34.71,-118.12
2014,DC,District of C,Washington,34.3,2473,38.84,-77
2014,NC,North Carolin,Winston-Salem,34.3,1917,36.07,-80.25
2014,IL,Illinois,Chicago,34.3,5021,41.92,-87.73
2014,AL,Alabama,Tuscaloosa,34.3,3802,33.21,-87.49
